Smiles,Standard Relation,Standard Units,Standard Value
CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccccc2)cc1,'=',nM,2900.0
Cc1ccc(S(=O)(=O)N2N=C(C(F)(F)F)CC2c2cccc3c2OCO3)cc1,'=',nM,57360.0
C=CCc1cccc(-c2ccc(C(C)C(=O)O)cc2)c1,'=',nM,150.0
Cc1nc(-c2ccc(F)cc2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,'=',nM,40.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccccc2)cc1,'=',nM,4530.0
Cc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,'=',nM,6250.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccccc2Cl)cc1,'=',nM,1060.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2cccc(F)c2)cc1,'=',nM,260.0
Cc1ccc(Cl)c(Nc2ccccc2C(=O)N[C@@H](C)C(=O)O)c1Cl,'=',nM,33000.0
CS(=O)(=O)Nc1ccc(-c2cc(C(F)F)nn2-c2ccc(Cl)cc2)cc1,'=',nM,150.0
CC(C)(C)c1cc(-c2cn3ccsc3n2)cc2c1OCC2(C)C,'=',nM,15.0
Cc1cc(=O)c(Oc2ccc(C(F)(F)F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',nM,2449.06
CN1CC(c2ccc(F)cc2)=C(c2ccccc2)O1,'=',nM,5380.0
COCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,'=',nM,30.0
CC(C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1F,'=',nM,3100.0
CC(C)Oc1ccc2nc(O)c(/C=N/n3c(=S)[nH]nc(Cc4ccccc4)c3=O)cc2c1,'=',nM,320.0
C#CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1,'=',nM,330.0
O=C(N/N=C/c1coc2ccccc2c1=O)c1ccccc1,'=',nM,802320.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)cc2-c2ccc(Cl)cc2)cc1,'=',nM,910.0
[2H]C([2H])([2H])c1c(Br)c2c(c(C([2H])([2H])[2H])c1Br)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,84.0
O=C(O)C1=Cc2cc(Cl)cc(-c3ccc(CO)cc3)c2OC1C(F)(F)F,'=',nM,6380.0
COC(=O)[C@@H](N)Cc1cn(-c2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)c2ccccc12,'=',nM,30.0
O=C1COCCN1c1ccc(Nc2nc(Cl)nc(OCCCl)n2)cc1,'=',nM,1000.0
O=C1COCCN1c1ccc(Nc2nc(Nc3ccc(Cl)cc3)nc(N3CCOCC3)n2)cc1,'=',nM,6000.0
CS(=O)(=O)c1ccc(-n2nnnc2-c2ccccc2)cc1,'=',nM,30000.0
CS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(F)cc2)cc1,'=',nM,15000.0
Cc1cc(C)c2c(OCCCC(=O)N3CCN(c4cccc(Cl)c4)CC3)nsc2n1,'=',nM,4570881.9
NS(=O)(=O)c1ccc(CCn2cc(-c3ccc(Cl)cc3)nn2)cc1,'=',nM,170.0
NS(=O)(=O)c1ccc(CCn2cc(-c3ccccc3)nn2)cc1,'=',nM,1100.0
Cc1ccc(-c2noc(C)c2-c2ccccc2)o1,'=',nM,68200.0
C[C@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,'=',nM,5300.0
O=C(O)Cn1cnc(-c2ccccc2)c1-c1ccccc1,'=',nM,13450.0
CN1CCN(C(=O)Cn2cnc(-c3ccccc3)c2-c2ccccc2)CC1,'=',nM,10230.0
O=C(CNc1nc(-c2ccccc2)c(-c2ccccc2)s1)N1CCOCC1,'=',nM,8280.0
CC(C)NC(=O)c1nc(-c2ccccc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,'=',nM,16000.0
COc1ccc(NC(=O)c2nc(-c3ccccc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1OC,'=',nM,1300.0
O=[N+]([O-])c1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1,'=',nM,310.0
O=C(N[C@H]1CCC[C@@H]1COc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,'=',nM,84.7
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)oc3ccccc23)cc1Cl,'=',nM,20.0
CC(C)(COc1ccc(Br)cc1)C(=O)NCCCN1c2ccccc2Sc2ccccc21,'=',nM,21000.0
CSc1nc2ccccc2n1-c1csc(NC(=O)c2ccc(Cl)cc2)n1,'=',nM,210.0
NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cncc(Br)c2)cc1,'=',nM,340.0
c1ccc(-n2nccc2-c2ccc(Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,'=',nM,1450.0
c1ccc(-n2nccc2-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)cc1,'=',nM,1860.0
c1cc(-c2ccc(Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)cc2)[nH]n1,'=',nM,1120.0
CCOC(=O)CSc1nnc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)n1,'=',nM,10100.0
Cc1cc(=O)c(-c2ccc(Br)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',nM,1730.0
NS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3c2OCO3)cc1,'=',nM,51.0
CCOC(OCC)c1ccc(/C=C2\COC/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,'=',nM,11210.0
CN(C)c1ccc(/C=C2\COC/C(=C\c3ccc(N(C)C)cc3[N+](=O)[O-])C2=O)c([N+](=O)[O-])c1,'=',nM,18550.0
O=C1/C(=C/c2ccc(N3CCCC3)cc2)CC/C1=C\c1ccc(N2CCCC2)cc1,'=',nM,46220.0
Cc1ccccc1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,'=',nM,350.0
COc1cc2occc2c(OC)c1-c1cc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,'=',nM,340.0
CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)c(Cl)c2)cc1,'=',nM,2.0
O=C1NC(=S)S/C1=C\c1ccc(OCc2cn(Cc3ccccc3)nn2)cc1,'=',nM,330.0
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cnc2C(=O)c2ccccc2)cc1,'=',nM,250.0
COc1ccc(-n2cc(COc3ccc(/C=C4\SC(=S)NC4=O)cc3)nn2)cc1,'=',nM,100.0
O=C1NC(=O)/C(=C/c2ccc(OCc3cn(Cc4ccccc4)nn3)cc2)S1,'=',nM,270.0
Cc1cc2c(c(C)c1Cl)C=C(C(=O)O)[C@H](C(F)(F)F)O2,'=',nM,1280.0
CSc1nc2ccccc2n1-c1csc(NCC(=O)c2ccc(Cl)cc2)n1,'=',nM,140.0
CSc1nc2ccccc2n1-c1csc2nc(-c3ccccc3)cn12,'=',nM,220.0
Clc1ccc(-c2nnc(Cn3c(CN4CCCCC4)nc4ccccc43)o2)cc1,'=',nM,60.0
CC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,'=',nM,1770.0
CCOC(=O)CSc1nnc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(OC)cc2)n1,'=',nM,10100.0
COc1cc(OC)cc(-c2ccc(C(C)C(=O)O)cc2F)c1,'=',nM,70.0
CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2F)cc1,'=',nM,34.0
O=C1OCC(c2ccc(-c3nn[nH]n3)cc2)=C1c1ccccc1,'=',nM,1.8
CC(C)(C)c1cc(/C=C\c2cccs2)cc2c1OCC2(C)C,'=',nM,35.0
O=S(=O)(Nc1ccncc1Oc1ccc(Cl)cc1)C(F)(F)F,'=',nM,1530.0
O=S(=O)(Nc1ccncc1Oc1ccccc1Cl)C(F)(F)F,'=',nM,150.0
COc1cc(/N=N/c2ccc(S(N)(=O)=O)cc2)ccc1O,'=',nM,16850.0
C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,'=',nM,910.0
N#Cc1cnn(-c2ccc(S(N)(=O)=O)cc2)c1NC(=O)CCN1CCOCC1,'=',nM,39.43
O=c1c2ccccc2nc(SCc2cc(-c3ccc(Cl)cc3)no2)n1-c1ccccc1,'=',nM,560.0
Cc1c(C2=C(N=O)Oc3ccccc3N2)cnn1-c1ccccc1,'=',nM,4200.0
Cc1c(C2=C(N=O)Oc3cccnc3N2)cnn1-c1ccccc1,'=',nM,1220.0
Cc1c(C2=C(N=O)Nc3ccccc3N2)cnn1-c1ccccc1,'=',nM,1610.0
CC(C)(C)OC1Oc2ccccc2-c2nc(NN)ncc21,'=',nM,60.0
COc1ccc(-c2noc(CC(=O)NCCCCCCCCCCC(=O)OC[C@H]3OC(O)[C@H](O)[C@@H](O)[C@H]3O)c2-c2ccc(OC)cc2)cc1,'=',nM,270.0
O=c1c2ccccc2nc(SCc2cn(-c3ccccc3)nn2)n1-c1ccc(Cl)cc1,'=',nM,960.0
CS(=O)(=O)c1ccc(-c2ccccc2C2=CCCCC2)cc1,'=',nM,33000.0
O=C(O)Cc1ccn(-c2ccccc2F)c1,'=',nM,2400.0
CC(C)(C)c1cc(C(=O)/C=C/CC2CC2)cc2c1OCC2(C)C,'=',nM,250.0
COC(=O)CNC(=O)[C@H](CCSC)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C,'=',nM,400.0
CCCCCc1cc(O)cc(O)c1,'=',nM,17260.0
Cc1cc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,'=',nM,10000.0
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C23CCCC3)cc1,'=',nM,12.0
CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccc(F)cc2F)cc1,'=',nM,1348.96
Oc1ccc(/C=C/c2cc(/C=C/c3ccc(O)cc3)[nH]n2)cc1,'=',nM,32410.0
CCCCC#CC(C)Sc1ccccc1OC(C)=O,'=',nM,7000.0
C#CCc1cn(C)c2c(O)cccc12,'=',nM,6220.0
Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cn1,'=',nM,290.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCCCC2)cc1,'=',nM,23160.0
CC(C(=O)OCCO[N+](=O)[O-])c1cccc(C(=O)c2ccccc2)c1,'=',nM,770.0
CC(C)(C)c1cc(C(=O)CCCC2CC2)cc2c1OCC2,'=',nM,15000.0
O=C(/C=C/c1ccc(O)c(O)c1)NNC(=O)COc1ccc(Cl)cc1,'=',nM,3170.0
COc1cc(O)cc(Br)c1O,'=',nM,4810.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCC(C)C)cc1,'=',nM,15090.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)C)cc1,'=',nM,2010.0
O=C1NC(=O)/C(=C/c2ccc(OCc3cn(CC(=O)c4ccc(Br)cc4)nn3)cc2)S1,'=',nM,100.0
Cc1ccc(-n2cc(COc3ccc(/C=C4\SC(=O)NC4=O)cc3)nn2)cc1,'=',nM,520.0
O=C1NC(=O)/C(=C/c2ccc(OCc3cn(-c4ccc(Cl)cc4)nn3)cc2)S1,'=',nM,260.0
COc1ccc(N2CCN(CCc3c(C)nc4oc(-c5ccc(Cl)cc5)nn4c3=O)CC2)cc1,'=',nM,15.0
C[C@@H]1O[C@@H](O[C@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2ccc(O)cc2)[C@H](O)[C@H](O)[C@H]1O,'=',nM,19700.0
C[C@H](C(=O)O)c1ccc2c(c1)OCCO2,'=',nM,16500.0
CCc1cccc(C)c1Nc1ccccc1CC(=O)O,'=',nM,327.0
C/C(=N\Nc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc(S(=O)(=O)Nc3nccs3)cc2)c1C,'=',nM,40.0
COc1ccc2c(c1)c(CC(=O)NCCCO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,1200.0
CN(C)c1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,360.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3cccc(Cl)c3)C2)cc1C,'=',nM,5200.0
Oc1ccc(-c2ccccc2-c2nc3ccccc3o2)cc1Cl,'=',nM,410.0
CS(=O)(=O)c1ccc(-c2ccccc2-c2nc3ccccc3o2)cc1,'=',nM,1340.0
Nn1c(SC(C(=O)O)c2ccccc2)nc2ccc(Br)cc2c1=O,'=',nM,7000.0
Cc1ccc2[nH]cc(CCNC(=O)c3ccccc3Nc3ccccc3)c2c1,'=',nM,27050.0
CC(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1,'=',nM,9.8
Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1,'=',nM,3.981
COc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(C)(=O)=O)cc3)c1-2,'=',nM,75.86
CS(=O)(=O)c1ccc(-c2nc(NCC3CC=CCC3)cc(C(F)(F)F)n2)cc1,'=',nM,43.1
CS(=O)(=O)c1ccc(-c2nc(NCc3ccsc3)cc(C(F)(F)F)n2)cc1,'=',nM,17.6
Cc1ccc2c(c1F)CSc1c(C(F)(F)F)nn(-c3ccc(S(N)(=O)=O)cc3)c1-2,'=',nM,15.85
CCCC/C(=C(\c1ccccc1)c1ccc(OCCF)cc1)c1ccc(S(C)(=O)=O)cc1,'=',nM,22300.0
COc1ccc2c(c1)c(CC(=O)OC[C@@H]1CCCN1/[N+]([O-])=N/OCOC(C)=O)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,9300.0
CS(=O)(=O)c1ccc(-c2occc(=O)c2-c2ccc(F)cc2)cc1,'=',nM,2236145.2
O=C(O)c1ccccc1/N=C/c1coc2ccccc2c1=O,'=',nM,65720.0
CC/C=N/c1c(C#N)c2n(c1C(=O)Nc1ccc(Br)cc1)CCC2,'=',nM,13310.0
N#Cc1c(/N=C/c2ccco2)c(C(=O)Nc2ccc(Br)cc2)n2c1CCC2,'=',nM,1650.0
CCC1SCC(=O)N1c1c(C#N)c2n(c1C(=O)Nc1ccc(C)cc1)CCC2,'=',nM,1250.0
CCC1SCC(=O)N1c1c(C#N)c2n(c1C(=O)Nc1ccccc1)CCCC2,'=',nM,56100.0
CCSc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,'=',nM,50.0
CS(=O)(=O)Nc1cc2c(cc1C(=O)N/N=C/c1ccccc1)OCO2,'=',nM,10200.0
Cc1ccc(-c2ncc(Cl)cc2-c2ccc([S@+](C)[O-])cc2)cn1,'=',nM,3500.0
Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1C,'=',nM,6400.0
Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)cc1,'=',nM,1200.0
COc1ccc(-c2cc(-c3ccc(Br)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,'=',nM,43.0
COc1cc(C2CC(c3cccs3)=NN2c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,'=',nM,6340.0
COc1c(-c2cc(C)nn2-c2ccc(S(N)(=O)=O)cc2)c(O)cc2occc12,'=',nM,7500.0
Cc1ccc(N2C(=O)CSC2c2ccc(S(C)(=O)=O)cc2)cc1,'=',nM,150.0
CCOc1cccc(OCC)c1-c1ccc(C(C)C(=O)O)cc1F,'=',nM,100.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC2CCCCC2)cc1,'=',nM,5090.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NCCCl)cc1,'=',nM,1360.0
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(O)cc2)cc1,'=',nM,5300.0
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(Br)c2)cc1,'=',nM,310.0
Cc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)NC2=O)cc1,'=',nM,1500.0
CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,'=',nM,27800.0
COc1cccc(-c2cc(C(=O)N3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)c1,'=',nM,2250.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)NCCCN3CCOCC3)cc2-c2ccc(C(F)(F)F)cc2)cc1,'=',nM,170.0
CCOc1ccc(-c2cc(C(=O)NCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,850.0
CCOc1ccc(-c2cc(C(=O)NCCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,'=',nM,910.0
COc1ccc(NCc2nc3ccccc3n2C(=O)c2ccccc2)cc1,'=',nM,7600.0
O=c1[nH]n2c(=O)c3ccccc3nc2/c1=C/c1ccc(F)cc1,'=',nM,47.0
COc1ccc(/C=c2\c(=O)[nH]n3c(=O)c4ccccc4nc23)cc1,'=',nM,47.0
COc1ccc(/C=N/Nc2nc(-c3ccc(S(C)(=O)=O)cc3)cs2)cc1O,'=',nM,175.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)NCCCC(=O)O)cc2-c2ccccc2)cc1,'=',nM,4000.0
COc1cccc(/C=c2\c(=O)[nH]n3c(=O)c4ccccc4nc23)c1,'=',nM,488.2
CON(C)C(=O)c1ccc(-c2nc(CSc3nc4ccccc4s3)no2)cc1,'=',nM,7600.0
O=C(NC1CCCCC1)c1cc(NCc2cc(O)ccc2O)ccc1O,'=',nM,100.0
O=C1/C(=C/c2ccc(Cl)cc2)N=C(c2ccccc2)N1c1ccc(-c2nc3ccccc3o2)cc1,'=',nM,250.0
CS(=O)(=O)c1ccc(-c2nc(NCC3CCCCC3)cc(C(F)(F)F)n2)cc1,'=',nM,1480.0
CN(c1ccc(O)cc1)c1nc(-c2ccc(Cl)cc2)cs1,'=',nM,1080.0
O=S(=O)(Nc1ccncc1Nc1ccccc1Cl)C(F)(F)F,'=',nM,2110.0
CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccccc2F)cc1,'=',nM,6309573.44
CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cccc(F)c2)cc1,'=',nM,1425607.59
CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(Cl)cc2)cc1,'=',nM,936052.05
CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cc(F)cc(F)c2)cc1,'=',nM,2343689.1
Cc1cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)ccc1Cl,'=',nM,3.02
CN(C)c1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,'=',nM,6.026
CS(=O)(=O)c1ccc(-c2cc(-c3ccccc3)no2)cc1,'=',nM,13550.0
NS(=O)(=O)c1ccc(-c2cc(-c3ccc(F)cc3)no2)cc1,'=',nM,81200.0
CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)noc2C(F)(F)F)cc1,'=',nM,8145.0
COc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1Cl,'=',nM,780.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)O)c(Cl)c2-c2ccc(Cl)cc2)cc1,'=',nM,70000.0
NS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccccc2Cl)cc1,'=',nM,6500.0
O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2cccc(C(F)(F)F)c2)n(-c2ccccc2)n1,'=',nM,4790.0
NS(=O)(=O)c1ccc(CCn2cc(-c3ccc(F)cc3)nn2)cc1,'=',nM,1000.0
COc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1,'=',nM,11000.0
Cc1nn(-c2ccccc2)c(N2CCOCC2)c1/C=N/Nc1nc2ccccc2nc1O,'=',nM,500.0
CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccsc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1,'=',nM,220.0
COc1ccc(/C=C/C(=O)c2cccc(-n3cnnn3)c2)cc1,'=',nM,100.0
Cc1ccc(/C=C2\CN(C)CC3C2=NN(c2ccccc2)C3c2ccc(C)s2)s1,'=',nM,2.0
Cc1ccc(-c2nc(N(c3ccccc3)c3ccccc3)sc2C(=O)c2cccs2)cc1,'=',nM,90.0
O=C(c1cccs1)c1sc(Nc2ccccc2)nc1-c1ccc(F)cc1,'=',nM,90.0
O=C(/N=c1\scc(-c2ccc(F)cc2)n1-c1ccccc1)c1cccs1,'=',nM,90.0
COc1ccc(C2CC(c3cccc(-n4cnnn4)c3)=NN2)cc1,'=',nM,39.0
CS(=O)(=O)c1ccc(-c2cc(-c3ccc(Br)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,'=',nM,43.0
NC(=O)N1N=C(c2ccc(F)cc2)CC1c1cn(-c2ccccc2)nc1-c1ccc(Cl)cc1,'=',nM,1090.0
Cc1ccc(C2=NN(C(N)=O)C(c3cn(-c4ccccc4)nc3-c3ccccc3)C2)cc1,'=',nM,1090.0
O=Cc1cn(-c2ccccc2)nc1-c1ccccc1,'=',nM,17.0
Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(Cl)cc3)S2)s1,'=',nM,100.0
NC(=O)[C@@H]1CSC(c2cn(-c3ccccc3)nc2-c2ccccc2)N1,'=',nM,470.0
O=C(Nc1ccccc1)Nc1nnc(-c2cccnc2)o1,'=',nM,170.0
N#CCC(=O)Nc1nnc(-c2cccnc2)o1,'=',nM,560.0
CCO/C=N/c1nnc(-c2cccnc2)o1,'=',nM,380.0
Clc1ccc(-c2nnc(/N=C/c3ccccc3)o2)cc1,'=',nM,81.0
O=C(O)C1=Cc2cc(Cl)c(Cl)cc2OC1C(F)(F)F,'=',nM,62.0
CCc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)occ(Cl)c2=O)cc1,'=',nM,720111.92
Cc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1,'=',nM,14000.0
Cc1cc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)ccc1F,'=',nM,5.012
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1Cl,'=',nM,19.05
NS(=O)(=O)c1ccc(-n2nc(CCCNC(=O)Nc3ccc(Cl)cc3)cc2-c2ccccc2)cc1,'=',nM,6000.0
FC(F)(F)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,'=',nM,4786.3
CS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2cccs2)cc1,'=',nM,1430.0
O=c1[nH]n2c(=O)c3ccccc3nc2/c1=C/c1ccccc1F,'=',nM,47.0
CC(C)Cc1ccc(-c2cc(Cl)cc3c2OC(C(F)(F)F)C(C(=O)O)=C3)cc1,'=',nM,13400.0
COC1c2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(C)n2CC1(C)C,'=',nM,7500.0
CC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,'=',nM,630.0
CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)cc1,'=',nM,320.0
CC(=O)Nc1ccc(/C(=C\c2ccc(S(C)(=O)=O)cc2)C(=O)O)cc1,'=',nM,2500.0
CC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,'=',nM,30.0
CC/C(=C(\c1ccccc1)c1ccc(O)cc1)c1ccc(S(C)(=O)=O)cc1,'=',nM,1900.0
O=S(=O)(Nc1ccncc1Nc1ccc(F)c(Br)c1)C(F)(F)F,'=',nM,2270.0
CC(=O)NS(=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,'=',nM,5400.0
COc1ccc2c(c1)c(CC(=O)N[C@H](CO)Cc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,85.0
CC(C)Cc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,20.0
COc1ccc(NC(=O)c2ccccc2Nc2cccc(C)c2C)cc1OC,'=',nM,48130.0
COc1ccc(NC(=O)c2ccccc2Nc2cccc(Cl)c2C)cc1OC,'=',nM,92640.0
Cc1ccc(-n2c(-c3ccc(Br)cc3)cs/c2=N\N=C/c2cn(-c3ccc(S(=O)(=O)/N=C/N(C)C)cc3)nc2-c2ccccc2)cc1,'=',nM,1290.0
CONS(=O)(=O)CCOC(=O)C(C)c1ccc(CC(C)C)cc1,'=',nM,630.0
COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(C)CC2)cc1,'=',nM,10280.0
C[Se](=O)(=O)c1ccc(-c2ccsc2-c2ccc(F)cc2)cc1,'=',nM,550.0
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1CO,'=',nM,712.0
CCOC(=O)Cn1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F,'=',nM,440.0
CC(C)(C)c1cc(C(=O)CS(=O)(=O)CC2CC2)cc2c1OCC2(C)C,'=',nM,2000.0
C[S+]([O-])c1ccc(C(Nc2nccs2)C(=O)c2ccc(F)cc2)cc1,'=',nM,2100.0
COc1ccc2c(c1)c(CC(=O)NC[C@@H](O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,'=',nM,47.0
CC1CCC(C)N1Cc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,96000.0
CCCc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,150.0
CC(C)CCc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,'=',nM,94.0
Cc1cc(=O)c(Oc2ccc(Br)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',nM,360.0
Cc1cc(=O)c(C(C)C)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',nM,6550.0
Cc1cc(=O)c(Oc2ccc([N+](=O)[O-])cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,'=',nM,3990.0
CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(Br)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1,'=',nM,280.0
CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1,'=',nM,280.0
